club,club_short,player_id,web_name,position,expected_role,p_start,p_sub_in,p_dnp,mins_if_start,mins_if_sub,override,confidence,conflict_rule,draft_eligible,reason,sources,source_refs,api_status,api_chance_of_playing_next_round,api_chance_of_playing_this_round,api_news,api_news_added,api_club_id,api_club_short,registration_status,registration_reason,availability_status,availability_override,availability_confidence,draft_availability,availability_reason,availability_sources,availability_source_refs
Brighton,BHA,113,F.Kadıoğlu,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green Kadioglu and Scout XI RB/RWB; FPL web_name F.Kadıoğlu.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,5,BHA,aligned,,available,none,none,eligible,,,
Brighton,BHA,116,Dunk,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Dual-source nailed CB; Scout and Meerkat both start Dunk.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,5,BHA,aligned,,available,none,none,eligible,,,
Brighton,BHA,504,Vuskovic,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Confirmed £46m CB from Spurs; Meerkat green and Scout XI both start Vuskovic.,meerkat_nailed|scout_xi|transfer_note,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,5,BHA,aligned,,available,none,none,eligible,,,
Brighton,BHA,124,Groß,MID,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI; Meerkat calls Gross the only absolute nailed piece in Brighton attack.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,5,BHA,aligned,,available,none,none,eligible,,,
Brighton,BHA,130,Wieffer,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,nailed_vs_regular->regular,True,Meerkat greens Wieffer but Scout midfield starts Baleba/Groß instead; conflict demotes. FPL lists Wieffer as DEF.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,5,BHA,aligned,,available,none,none,eligible,,,
Brighton,BHA,131,Baleba,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout XI midfielder opposite Groß; Meerkat prefers Wieffer green so Baleba stays Regular.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,5,BHA,aligned,,available,none,none,eligible,,,
Brighton,BHA,115,De Cuyper,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout predicted LB; not Meerkat green and shares left-side depth with new arrivals.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,5,BHA,aligned,,available,none,none,eligible,,,
Brighton,BHA,127,Gomez,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,regular_vs_rotation->rotation,False,"Scout XI attacker, but Meerkat says attack rotates with Gross sole absolute nailed piece — demoted to Rotation.",scout_xi|meerkat_nailed,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,5,BHA,aligned,,available,none,none,not_role_eligible,,,
Brighton,BHA,123,Hinshelwood,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,regular_vs_rotation->rotation,False,Scout XI midfielder caught by Meerkat attack-rotation note; Conference League adds later minutes risk.,scout_xi|meerkat_nailed,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,5,BHA,aligned,,available,none,none,not_role_eligible,,,
Brighton,BHA,122,Minteh,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,regular_vs_rotation->rotation,False,"Scout wide starter, but Meerkat flags rotating attack; Mitoma return would further share minutes.",scout_xi|meerkat_nailed,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,5,BHA,aligned,,available,none,none,not_role_eligible,,,
Brighton,BHA,136,Welbeck,FWD,Rotation,0.4,0.25,0.35,70,20,False,medium,regular_vs_rotation->rotation,False,"Scout still starts Welbeck, but Meerkat says he is leaving and opens the No.9; kept Rotation while still on BHA roster.",scout_xi|meerkat_nailed,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,5,BHA,aligned,,available,none,none,not_role_eligible,,,
Brighton,BHA,121,Mitoma,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,none,False,Scout ~25% doubt wide option; API hamstring unknown return — keep Rotation when fit vs Minteh/Gomez.,scout_xi|api_status,https://www.fantasyfootballscout.co.uk/team-news;data/processed/players.parquet,i,0.0,,Hamstring injury - Unknown return date,2026-07-24T18:30:10.661894Z,5,BHA,aligned,,unavailable,api_unavailable_gw1,high,not_role_eligible,Hamstring injury - Unknown return date,api_status,data/processed/players.parquet
Brighton,BHA,137,Tzimas,FWD,Rotation,0.4,0.25,0.35,70,20,False,medium,none,False,Scout ~25% doubt for No.9 if Welbeck leaves; API knee at 75% chance — Rotation when available.,scout_xi|meerkat_nailed|api_status,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627;data/processed/players.parquet,d,75.0,,Knee injury - 75% chance of playing,2026-07-23T12:01:23.432796Z,5,BHA,aligned,,doubt,api_doubt_gw1,medium,not_role_eligible,Knee injury - 75% chance of playing,api_status,data/processed/players.parquet
Brighton,BHA,328,Struijk,DEF,Cameo,0.1,0.35,0.55,60,15,False,high,none,False,Confirmed £20m signing from Leeds; Meerkat explicitly benches Struijk behind Dunk/Vuskovic.,transfer_note|meerkat_nailed,https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,5,BHA,aligned,,available,none,none,not_role_eligible,,,
Brighton,BHA,125,Georginio,FWD,Cameo,0.1,0.35,0.55,60,15,False,medium,none,False,Attack rotation depth for the open No.9; neither Scout XI nor Meerkat green.,scout_xi|meerkat_nailed,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,5,BHA,aligned,,available,none,none,not_role_eligible,,,
Brighton,BHA,129,Ayari,MID,Cameo,0.1,0.35,0.55,60,15,False,low,single_source,False,Midfield depth/cameo only; Scout prefers Baleba/Groß/Hinshelwood band for early XI.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,5,BHA,aligned,,available,none,none,not_role_eligible,,,
Chelsea,CHE,140,Sánchez,GKP,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI #1; clear GK hierarchy over Jörgensen/Penders.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,6,CHE,aligned,,available,none,none,eligible,,,
Chelsea,CHE,149,Colwill,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI CB; core of Alonso backline regardless of back4/back5.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,6,CHE,aligned,,available,none,none,eligible,,,
Chelsea,CHE,200,Lacroix,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,medium,none,True,Meerkat greens Lacroix* at Chelsea; Scout (~21 Jul) predated £52m CRY→CHE move (30 Jul). API still lists CRY.,meerkat_nailed|transfer_note|api_status,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings;data/processed/players.parquet,a,,,,,8,CRY,pending_transfer,Reported Crystal Palace → Chelsea transfer; local FPL roster still has CRY club_id.,available,none,none,eligible,,,
Chelsea,CHE,142,James,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,nailed_vs_regular->regular,True,Meerkat nails James (RCB in back5); Scout XI prefers Gusto at RB. Demote Nailed→Regular on formation conflict.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,6,CHE,aligned,,available,none,none,eligible,,,
Chelsea,CHE,155,Enzo,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,nailed_vs_regular->regular,True,Meerkat nails Enzo; Scout XI starts Lavia beside Caicedo instead. Demote Nailed→Regular.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,6,CHE,aligned,,available,none,none,eligible,,,
Chelsea,CHE,159,Caicedo,MID,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI midfield pivot; dual-source agreement.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,6,CHE,aligned,,available,none,none,eligible,,,
Chelsea,CHE,40,Rogers,MID,Nailed Starter,0.9,0.05,0.05,85,20,False,medium,none,True,£117m AVL→CHE; Meerkat greens Rogers to slot straight in. Scout XI (~21 Jul) predates full integration.,meerkat_nailed|transfer_note,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,6,CHE,aligned,,available,none,none,eligible,,,
Chelsea,CHE,154,Palmer,MID,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI creator; no Europe boosts minutes reliability GW1–5.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,6,CHE,aligned,,available,none,none,eligible,,,
Chelsea,CHE,165,João Pedro,FWD,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI striker; primary CF over Delap/Jackson.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,6,CHE,aligned,,available,none,none,eligible,,,
Chelsea,CHE,148,Hato,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout XI LB after Cucurella exit; Meerkat flags no natural LWB so Hato is default left-side cover.,scout_xi|transfer_note,https://www.fantasyfootballscout.co.uk/team-news;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,6,CHE,aligned,,available,none,none,eligible,,,
Chelsea,CHE,144,Gusto,DEF,Rotation,0.4,0.25,0.35,70,20,False,medium,regular_vs_rotation->rotation,False,"Scout XI RB, but Meerkat has James/Palestra RWB paths. Scout Regular vs formation Rotation → Rotation.",scout_xi|meerkat_nailed,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,6,CHE,aligned,,available,none,none,not_role_eligible,,,
Chelsea,CHE,147,Tosin,DEF,Rotation,0.4,0.25,0.35,70,20,False,medium,regular_vs_rotation->rotation,False,Scout XI CB; Lacroix arrival and Colwill/James CB options make starts shared. Demote to Rotation.,scout_xi|transfer_note,https://www.fantasyfootballscout.co.uk/team-news;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,6,CHE,aligned,,available,none,none,not_role_eligible,,,
Chelsea,CHE,152,Palestra,DEF,Rotation,0.4,0.25,0.35,70,20,False,medium,none,False,£47m Atalanta RWB; Meerkat says starts in back5 while James shifts RCB. Shares minutes with Gusto/James.,transfer_note|meerkat_nailed,https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,6,CHE,aligned,,available,none,none,not_role_eligible,,,
Chelsea,CHE,161,Lavia,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,regular_vs_rotation->rotation,False,Scout XI midfield; Meerkat prefers Enzo+Caicedo nailed pair. Regular vs Rotation → Rotation.,scout_xi|meerkat_nailed,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,6,CHE,aligned,,available,none,none,not_role_eligible,,,
Chelsea,CHE,156,Neto,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,regular_vs_rotation->rotation,False,Scout XI wide; Meerkat nails Rogers/Palmer and flags Neto not as LWB. Wide spots rotate with Gittens/Quenda.,scout_xi|meerkat_nailed,https://www.fantasyfootballscout.co.uk/team-news;https://fpl.page/article/fpl-gw1-predicted-lineups-2627,a,,,,,6,CHE,aligned,,available,none,none,not_role_eligible,,,
Chelsea,CHE,158,Gittens,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,regular_vs_rotation->rotation,False,Scout XI attacker; competes with Neto/Quenda/Estevão for wide minutes under formation flips.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,6,CHE,aligned,,available,none,none,not_role_eligible,,,
Chelsea,CHE,164,Quenda,MID,Rotation,0.4,0.25,0.35,70,20,False,low,none,False,£40m Sporting signing; Meerkat says likelier in back4. API doubt (75% chance) softens early-band lock.,transfer_note|meerkat_nailed|api_status,https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings;https://fpl.page/article/fpl-gw1-predicted-lineups-2627;data/processed/players.parquet,d,75.0,,Unspecified injury - 75% chance of playing,2026-07-24T20:30:10.609931Z,6,CHE,aligned,,doubt,api_doubt_gw1,medium,not_role_eligible,Unspecified injury - 75% chance of playing,api_status,data/processed/players.parquet
Chelsea,CHE,157,Estêvão,MID,Cameo,0.1,0.35,0.55,60,15,False,medium,none,False,Attacking depth behind Palmer/Rogers/Neto; realistic late Sub-in path only GW1–5.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,6,CHE,aligned,,available,none,none,not_role_eligible,,,
Coventry City,COV,172,Wilson,GKP,Regular Starter,0.75,0.1,0.15,80,20,False,low,single_source,True,No Scout page; £4.5m GK listed ahead of Dovin suggests #1. Meerkat silent on GK — low confidence.,api_status,data/processed/players.parquet,a,,,,,7,COV,aligned,,available,none,none,eligible,,,
Coventry City,COV,182,Amenda,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,single_source,True,£17m Frankfurt CB; Meerkat expects Amenda into the side. No Scout XI for Coventry.,meerkat_nailed|transfer_note,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,7,COV,aligned,,available,none,none,eligible,,,
Coventry City,COV,173,Thomas,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,low,single_source,True,Established Coventry CB likely to partner Amenda; inferred from roster hierarchy without Scout.,api_status,data/processed/players.parquet,a,,,,,7,COV,aligned,,available,none,none,eligible,,,
Coventry City,COV,175,van Ewijk,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,low,single_source,True,Primary RB profile in roster; no Meerkat green or Scout — single-source inference.,api_status,data/processed/players.parquet,a,,,,,7,COV,aligned,,available,none,none,eligible,,,
Coventry City,COV,174,Kitching,DEF,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,CB/LB competition with Amenda/Thomas/Brau; realistic starts but not locked.,api_status,data/processed/players.parquet,a,,,,,7,COV,aligned,,available,none,none,not_role_eligible,,,
Coventry City,COV,176,Dasilva,DEF,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,Full-back depth competing with van Ewijk/Bidwell for starts.,api_status,data/processed/players.parquet,a,,,,,7,COV,aligned,,available,none,none,not_role_eligible,,,
Coventry City,COV,190,Tchaouna,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,single_source,True,£20m Burnley signing; Meerkat expects Tchaouna into the side. No Scout corroboration.,meerkat_nailed|transfer_note,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,7,COV,aligned,,available,none,none,eligible,,,
Coventry City,COV,188,Torp,MID,Regular Starter,0.75,0.1,0.15,80,20,False,low,single_source,True,£5.5m midfielder priced as core; inferred starter without Scout/Meerkat green.,api_status,data/processed/players.parquet,a,,,,,7,COV,aligned,,available,none,none,eligible,,,
Coventry City,COV,186,Mason-Clark,MID,Regular Starter,0.75,0.1,0.15,80,20,False,low,single_source,True,Highest-priced Coventry attacker/mid (£5.5m); presumed wide starter from pricing/roster.,api_status,data/processed/players.parquet,a,,,,,7,COV,aligned,,available,none,none,eligible,,,
Coventry City,COV,104,Onyeka,MID,Regular Starter,0.75,0.1,0.15,80,20,False,low,single_source,True,£6.8m Brentford→COV; adds midfield minutes but Meerkat only named Tchaouna/Amenda.,transfer_note,https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,7,COV,aligned,,available,none,none,eligible,,,
Coventry City,COV,184,Grimes,MID,Regular Starter,0.75,0.1,0.15,80,20,False,low,single_source,True,Club captain / midfield organiser profile; likely sits deep when fit.,api_status,data/processed/players.parquet,a,,,,,7,COV,aligned,,available,none,none,eligible,,,
Coventry City,COV,185,Sakamoto,MID,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,Wide/mid competition with Mason-Clark/Tchaouna; shared minutes expected.,api_status,data/processed/players.parquet,a,,,,,7,COV,aligned,,available,none,none,not_role_eligible,,,
Coventry City,COV,187,Eccles,MID,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,Central mid depth behind Grimes/Torp/Onyeka.,api_status,data/processed/players.parquet,a,,,,,7,COV,aligned,,available,none,none,not_role_eligible,,,
Coventry City,COV,183,Rudoni,MID,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,Key mid when fit; API shoulder doubt (75%) keeps him Rotation not Regular for GW1–5.,api_status,data/processed/players.parquet,d,75.0,,Shoulder injury - 75% chance of playing,2026-07-23T12:01:23.481435Z,7,COV,aligned,,doubt,api_doubt_gw1,medium,not_role_eligible,Shoulder injury - 75% chance of playing,api_status,data/processed/players.parquet
Coventry City,COV,193,Wright,FWD,Regular Starter,0.75,0.1,0.15,80,20,False,low,single_source,True,£5.5m lead striker pricing; no Scout/Meerkat ST call — inferred default 9.,api_status,data/processed/players.parquet,a,,,,,7,COV,aligned,,available,none,none,eligible,,,
Coventry City,COV,194,Thomas-Asante,FWD,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,Competes with Wright/Simms for CF minutes.,api_status,data/processed/players.parquet,a,,,,,7,COV,aligned,,available,none,none,not_role_eligible,,,
Coventry City,COV,195,Simms,FWD,Rotation,0.4,0.25,0.35,70,20,False,low,single_source,False,Forward rotation option behind Wright.,api_status,data/processed/players.parquet,a,,,,,7,COV,aligned,,available,none,none,not_role_eligible,,,
Coventry City,COV,196,Markelo,FWD,Cameo,0.1,0.35,0.55,60,15,False,low,single_source,False,Attacking depth; late Sub-in path only.,api_status,data/processed/players.parquet,a,,,,,7,COV,aligned,,available,none,none,not_role_eligible,,,
Crystal Palace,CRY,198,Henderson,GKP,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI #1; dual-source GK lock.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,8,CRY,aligned,,available,none,none,eligible,,,
Crystal Palace,CRY,202,Richards,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI CB; remains after Lacroix exit.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,8,CRY,aligned,,available,none,none,eligible,,,
Crystal Palace,CRY,204,Mitchell,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI LB; dual-source agreement.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,8,CRY,aligned,,available,none,none,eligible,,,
Crystal Palace,CRY,201,Muñoz,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI RB; dual-source agreement.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,8,CRY,aligned,,available,none,none,eligible,,,
Crystal Palace,CRY,208,Sarr,MID,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI attacker; primary wide/AM lock.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,8,CRY,aligned,,available,none,none,eligible,,,
Crystal Palace,CRY,203,Canvot,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,"Scout XI CB beside Lacroix; with Lacroix→CHE, Canvot is default partner for Richards pending Mingueza push.",scout_xi|transfer_note,https://www.fantasyfootballscout.co.uk/team-news;https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings,a,,,,,8,CRY,aligned,,available,none,none,eligible,,,
Crystal Palace,CRY,214,Kamada,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout XI midfield; not Meerkat-green but clear XI contention before EL rotation bites.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,8,CRY,aligned,,available,none,none,eligible,,,
Crystal Palace,CRY,210,Wharton,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout XI midfielder; API ankle doubt (75%) — keep Regular not Nailed for early band.,scout_xi|api_status,https://www.fantasyfootballscout.co.uk/team-news;data/processed/players.parquet,d,75.0,,Ankle injury - 75% chance of playing,2026-07-23T12:01:23.498963Z,8,CRY,aligned,,doubt,api_doubt_gw1,medium,watch,Ankle injury - 75% chance of playing,api_status,data/processed/players.parquet
Crystal Palace,CRY,211,Yeremy,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout XI lists Pino (web_name Yeremy); attacking band partner for Sarr.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,8,CRY,aligned,,available,none,none,eligible,,,
Crystal Palace,CRY,222,Strand Larsen,FWD,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout XI #9 ahead of Mateta; primary CF for GW1–5 pending EL rotation.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,8,CRY,aligned,,available,none,none,eligible,,,
Crystal Palace,CRY,207,Mingueza,DEF,Rotation,0.4,0.25,0.35,70,20,False,medium,none,False,Free Celta signing; CB/WB depth as Lacroix replacement candidate vs Canvot.,transfer_note|scout_xi,https://www.fantasyfootballscout.co.uk/fpl-2026-27-transfer-news-confirmed-summer-signings;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,8,CRY,aligned,,available,none,none,not_role_eligible,,,
Crystal Palace,CRY,223,Mateta,FWD,Rotation,0.4,0.25,0.35,70,20,False,medium,regular_vs_rotation->rotation,False,Club talisman but Scout XI prefers Strand Larsen. Regular history vs Scout Rotation → Rotation.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,8,CRY,aligned,,available,none,none,not_role_eligible,,,
Crystal Palace,CRY,209,Johnson,MID,Rotation,0.4,0.25,0.35,70,20,False,medium,none,False,Attacking competition with Sarr/Yeremy; EL fixtures raise rotation risk (Meerkat).,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,8,CRY,aligned,,available,none,none,not_role_eligible,,,
Crystal Palace,CRY,213,Lerma,MID,Rotation,0.4,0.25,0.35,70,20,False,low,none,False,Midfield depth behind Wharton/Kamada; shares starts.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,8,CRY,aligned,,available,none,none,not_role_eligible,,,
Crystal Palace,CRY,216,Esse,MID,Cameo,0.1,0.35,0.55,60,15,False,low,none,False,Bench attacker with late Sub-in path.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,8,CRY,aligned,,available,none,none,not_role_eligible,,,
Crystal Palace,CRY,224,Nketiah,FWD,Cameo,0.1,0.35,0.55,60,15,False,low,none,False,CF depth behind Strand Larsen/Mateta.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,8,CRY,aligned,,available,none,none,not_role_eligible,,,
Crystal Palace,CRY,215,Devenny,MID,Cameo,0.1,0.35,0.55,60,15,False,low,none,False,Fringe mid/attacker minutes only.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,8,CRY,aligned,,available,none,none,not_role_eligible,,,
Everton,EVE,226,Pickford,GKP,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI #1; undisputed GK.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,9,EVE,aligned,,available,none,none,eligible,,,
Everton,EVE,229,Tarkowski,DEF,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI; Meerkat calls him the only certain CB.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,9,EVE,aligned,,available,none,none,eligible,,,
Everton,EVE,239,Garner,MID,Regular Starter,0.75,0.1,0.15,80,20,False,medium,nailed_vs_regular->regular,True,"Meerkat nails Garner and Scout starts him, but API groin injury (back ~22 Aug). Demote Nailed→Regular for GW1 risk.",meerkat_nailed|scout_xi|api_status,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news;data/processed/players.parquet,i,0.0,,Groin injury - Expected back 22 Aug,2026-07-25T14:30:10.455878Z,9,EVE,aligned,,unavailable,api_unavailable_gw1,high,exclude_gw1,Groin injury - Expected back 22 Aug,api_status,data/processed/players.parquet
Everton,EVE,236,Dewsbury-Hall,MID,Nailed Starter,0.9,0.05,0.05,85,20,False,high,none,True,Meerkat green and Scout XI #10; dual-source creative lock.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,9,EVE,aligned,,available,none,none,eligible,,,
Everton,EVE,237,Ndiaye,MID,Nailed Starter,0.9,0.05,0.05,85,20,False,medium,none,True,Meerkat green and Scout XI; exit rumour noted — still nailed until move materialises; George is contingency.,meerkat_nailed|scout_xi,https://fpl.page/article/fpl-gw1-predicted-lineups-2627;https://www.fantasyfootballscout.co.uk/team-news,a,,,,,9,EVE,aligned,,available,none,none,eligible,,,
Everton,EVE,232,O'Brien,DEF,Regular Starter,0.75,0.1,0.15,80,20,False,medium,none,True,Scout XI RB/CB; Meerkat notes defence flexible but O’Brien still default Scout starter.,scout_xi,https://www.fantasyfootballscout.co.uk/team-news,a,,,,,9,EVE,aligned,,available,none,none,eligible,,,
